Region,Year,REG_ID,    Labour Force with Elementary Education (ISCED 0-2),    Labour Force with Secondary education (ISCED 3-4),    Labour Force with Tertiary education (ISCED 5-8),    Labour Force with Unknown Educational Level,    R&D Employment in Full-Time Equivalent by the Business Sector,    R&D Employment in Full-Time Equivalent by the Government Sector,    R&D Employment in Full-Time Equivalent by the Higher Education Sector,    R&D Employment in Full-Time Equivalent by the Private and Non-Profit Sector,"    R&D Expenditures Performed by the Business Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Business Sector (millions of current national currency),"    R&D Expenditures Performed by the Government Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Government Sector (millions of current national currency),"    R&D Expenditures Performed by the Higher Education Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Higher Education Sector (millions of current national currency),"    R&D Expenditures Performed by the Private and Non-Profit Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Private and Non-Profit Sector (millions of current national currency),    R&D Female Employed by the Business Sector Rate (in % of Female employment),    R&D Female Employed by the Government Sector Rate (in % of Female employment),    R&D Female Employed by the Higher Education Sector Rate (in % of Female employment),    R&D Female Employed by the Private and Non-Profit Sector Rate (in % of Female employment),    R&D Female Personnel Employed by the Business Sector,    R&D Female Personnel Employed by the Government Sector,    R&D Female Personnel Employed by the Higher Education Sector,    R&D Female Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Business Sector,    R&D Personnel Employed by the Business Sector Rate (in % of total employment),    R&D Personnel Employed by the Government Sector,    R&D Personnel Employed by the Government Sector Rate (in % of total employment),    R&D Personnel Employed by the Higher Education Sector,    R&D Personnel Employed by the Higher Education Sector Rate (in % of total employment),    R&D Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Private and Non-Profit Sector Rate (in % of total employment),    Share of R&D Expenditures Performed by the Business Sector (in % of GDP),    Share of R&D Expenditures Performed by the Government Sector (in % of GDP),    Share of R&D Expenditures Performed by the Higher Education Sector (in % of GDP),    Share of R&D Expenditures Performed by the Private and Non-Profit Sector (in % of GDP),"    Share of R&D Female Employed by the Government Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Higher Education Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Private and Non-Profit Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Personnel Employed by the Business Sector (in % of total R&D personnel, same sector)",    Student Enrolment at Elementary Level (ISCED 0-2),    Student Enrolment at Elementary Level Rate (in % of population),    Student Enrolment at Secondary Level (ISCED 3-4),    Student Enrolment at Secondary Level Rate (in % of population),    Student Enrolment at Tertiary Level (ISCED 5-6),    Student Enrolment at Tertiary Level Rate (in % of population),Employment in high-technology manufacturing,Employment in knowledge-intensive services,"Employment rate for 25 to 64 year-olds, below upper secondary education","Employment rate for 25 to 64 year-olds, with tertiary education","Employment rate for 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Labour Force Total,"PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","PCT co-patent applications, all count (total count; by inventor and priority year)",PCT patent applications in ICT - count,PCT patent applications in biotech - count,PCT patent applications in medical - count,PCT patent applications in nanotech - count,PCT patent applications in pharmaceuticals - count,PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level,R&D Female Personnel Rate (in % of Female employment),R&D Total Employment in Full-Time Equivalent,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",R&D Total Expenditure (millions of current national currency),R&D Total Female Personnel,R&D Total Personnel,R&D Total Personnel Rate (in % of total employment),Share of Labour Force with Elementary Education (in % of labour force),Share of Labour Force with Secondary Education (in % of labour force),Share of Labour Force with Tertiary Education (in % of labour force),Share of R&D Female in R&D Total Personnel,Share of R&D Total Expenditure (in % of GDP),Share of employment in high-technology manufacturing (in % of total employment),Share of employment in knowledge-intensive services (as a share of total employment),Share of population 25 to 64 year-olds with tertiary education ,"Share of population 25 to 64 year-olds, below upper secondary education","Share of population 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Student Enrolment Total,"Total employment, all activities"
Poland,2007,POL,1714700.0,11513600.0,3630900.0,,15032.0,17467.0,42595.0,215.0,1320.75,2025.7,1541.64,2364.5,1375.01,2262.6,13.17,20.2,0.08,0.15,0.52,0.0,5576.0,10423.0,35755.0,69.0,18461.0,0.12,22840.0,0.15,80187.0,0.53,135.0,0.0,0.17,0.2,0.19,0.0,45.63,44.59,51.11,30.2,4896030.0,12.8,2236050.0,5.9,2146930.0,5.6,,,,,,16859300.0,163.908,,40.7168,17.5332,12.25,1.619,19.9948,4.3,0.76,75309.0,4350.76,6673.0,51823.0,121623.0,0.8,10.2,68.3,21.5,42.61,0.56,,,18.7,13.7,67.6,9279000.0,
Poland,2008,POL,1619200.0,11552200.0,3839200.0,,12809.0,18262.0,43479.0,46.0,1496.16,2383.7,1709.19,2723.1,1516.76,2592.6,4.27,6.8,0.07,0.14,0.5,0.0,5292.0,10208.0,35360.0,30.0,17596.0,0.11,22509.0,0.14,79517.0,0.5,60.0,0.0,0.19,0.21,0.2,0.0,45.35,44.47,50.0,30.08,4720480.0,12.4,2153880.0,5.6,2165980.0,5.7,125500.0,4465600.0,,,,17010600.0,192.747,,45.8311,20.4104,9.7499,0.25,25.4272,5.1,0.72,74596.0,4836.9,7706.2,50890.0,119682.0,0.76,9.5,67.9,22.6,42.52,0.6,0.8,28.34,19.6,12.9,67.6,9040340.0,15757600.0
Poland,2009,POL,1527400.0,11517400.0,4234300.0,,13693.0,18429.0,41440.0,19.0,1563.36,2584.7,1882.3,3112.0,1895.29,3361.8,6.96,11.5,0.06,0.15,0.5,0.0,4374.0,10647.0,35463.0,17.0,18519.0,0.12,23115.0,0.15,79261.0,0.5,28.0,0.0,0.19,0.23,0.24,0.0,46.06,44.74,60.71,23.62,4616010.0,12.1,2160680.0,5.7,2150000.0,5.6,121900.0,4674800.0,,,,17279200.0,250.981,,64.369,14.175,9.7666,4.925,28.0834,6.6,0.71,73581.0,5485.96,9069.9,50501.0,120923.0,0.76,8.8,66.7,24.5,41.76,0.66,0.77,29.54,21.2,12.0,66.8,8926690.0,15824400.0
Poland,2010,POL,1423900.0,11268500.0,4430900.0,,18424.0,20180.0,43111.0,128.0,1650.17,2773.5,2224.56,3738.9,2148.46,3874.1,17.61,29.6,0.07,0.18,0.53,0.0,4911.0,12299.0,36345.0,78.0,22710.0,0.15,26027.0,0.17,80918.0,0.52,137.0,0.0,0.19,0.26,0.27,0.0,47.25,44.92,56.93,21.62,4575270.0,12.0,2036070.0,5.4,2148680.0,5.6,118700.0,4649600.0,,,,17123300.0,276.595,,83.3682,22.5594,8.8333,4.6691,15.7499,7.3,0.78,81843.0,6197.41,10416.2,53633.0,129792.0,0.84,8.3,65.8,25.9,41.32,0.72,0.77,30.13,22.5,11.5,66.0,8760010.0,15432400.0
Poland,2011,POL,1386000.0,11218200.0,4616600.0,,19530.0,21407.0,44154.0,128.0,2029.73,3521.6,2326.1,4035.8,2203.85,4102.3,15.56,27.0,0.09,0.18,0.52,0.0,5882.0,12392.0,36191.0,91.0,26700.0,0.17,26953.0,0.17,80719.0,0.52,179.0,0.0,0.22,0.26,0.26,0.0,45.98,44.84,50.84,22.03,4538480.0,11.9,2010580.0,5.3,2080330.0,5.5,125100.0,4652100.0,,,,17220800.0,291.835,,71.7402,25.1168,15.0667,1.1556,24.5503,7.7,0.79,85219.0,6735.83,11686.7,54556.0,134551.0,0.86,8.0,65.1,26.8,40.55,0.75,0.81,29.98,23.3,11.1,65.6,8629390.0,15518800.0
Poland,2012,POL,1327700.0,11127100.0,4885100.0,,25750.0,21804.0,42917.0,244.0,3007.76,5341.1,2259.8,4012.9,2594.11,4942.2,31.93,56.7,0.1,0.18,0.52,0.0,7210.0,12546.0,36299.0,135.0,32381.0,0.21,26861.0,0.17,80130.0,0.51,281.0,0.0,0.33,0.25,0.3,0.0,46.71,45.3,48.04,22.27,4584080.0,12.0,1978900.0,5.2,2007210.0,5.3,130700.0,4754500.0,,,,17339900.0,367.542,,61.3888,32.1384,19.8097,8.0834,43.2303,9.7,0.81,90716.0,8082.62,14352.9,56190.0,139653.0,0.9,7.7,64.2,28.2,40.24,0.88,0.84,30.58,24.5,10.4,65.1,8570190.0,15549800.0
Poland,2013,POL,1233100.0,10996800.0,5130700.0,,30250.0,21884.0,41441.0,176.0,3532.55,6291.2,2172.92,3869.8,2208.78,4220.3,23.81,42.4,0.12,0.18,0.53,0.0,8520.0,12785.0,36580.0,113.0,37996.0,0.24,27176.0,0.17,80223.0,0.52,240.0,0.0,0.38,0.23,0.25,0.0,47.05,45.6,47.08,22.42,4565530.0,12.0,1912950.0,5.0,1860420.0,4.9,119700.0,4845700.0,,,,17360700.0,372.014,,78.4536,34.504,18.1835,1.0,31.0163,9.8,0.84,93751.0,8099.06,14423.8,57998.0,145635.0,0.94,7.1,63.3,29.6,39.82,0.87,0.77,31.2,25.8,9.9,64.4,,15531800.0
Poland,2014,POL,1158100.0,10867900.0,5402200.0,,37253.0,22614.0,44304.0,188.0,4208.3,7532.1,2163.74,3872.7,2455.43,4714.8,27.15,48.6,0.13,0.18,0.53,0.0,9501.0,12961.0,37723.0,134.0,43185.0,0.27,27581.0,0.17,82463.0,0.52,246.0,0.0,0.44,0.23,0.27,0.0,46.99,45.75,54.47,22.0,4599370.0,12.1,1764930.0,4.6,1719310.0,4.5,120100.0,4967900.0,,,,17428300.0,412.525,,92.3886,35.1448,40.9166,1.0,40.1894,10.9,0.85,104359.0,9033.43,16168.2,60319.0,153475.0,0.97,6.6,62.4,31.0,39.3,0.94,0.76,31.39,27.0,9.5,63.5,,15826100.0
Poland,2015,POL,1117700.0,10728400.0,5542100.0,,42054.0,22073.0,44961.0,162.0,4663.65,8411.4,2442.77,4405.8,2695.65,5215.2,15.75,28.4,0.15,0.17,0.53,0.0,11134.0,12351.0,38010.0,118.0,48963.0,0.3,26459.0,0.16,82282.0,0.51,217.0,0.0,0.47,0.24,0.29,0.0,46.68,46.19,54.38,22.74,4659280.0,12.3,1693430.0,4.5,1621910.0,4.3,127800.0,5007600.0,,,,17388100.0,528.814,,150.283,31.2976,33.3333,0.2,37.714,13.9,0.85,109249.0,10013.6,18060.7,61613.0,157921.0,0.98,6.4,61.7,31.9,39.02,1.0,0.8,31.19,27.7,9.2,63.0,,16052600.0
Poland,2016,POL,1007700.0,10619300.0,5633300.0,,55758.0,3733.0,51652.0,646.0,6512.56,11782.5,249.28,451.0,,5630.4,43.72,79.1,0.25,0.07,0.6,0.01,17847.0,5005.0,43750.0,476.0,69315.0,0.43,7427.0,0.05,93987.0,0.58,881.0,0.01,0.63,0.02,,0.0,67.39,46.55,54.03,25.75,,,,,,,125800.0,5002300.0,40.7,,,17260300.0,,,,,,,,,0.92,111789.0,9917.67,17943.0,67078.0,171610.0,1.06,5.8,61.5,32.6,39.09,0.96,0.78,30.95,28.7,8.7,62.6,,16163300.0
Poland,2017,POL,944500.0,10505500.0,5816600.0,,72966.0,4596.0,,1215.0,7201.93,13271.9,255.15,470.2,,,38.74,71.4,0.35,0.07,,0.02,25663.0,5137.0,,1121.0,95697.0,0.58,8647.0,0.05,,,2597.0,0.02,0.67,0.02,,0.0,59.41,,43.17,26.82,,,,,,,128000.0,5134900.0,41.8,88.1,69.6,17266600.0,,,,,,,,,1.3,144103.0,11166.8,20578.5,95278.0,239283.0,1.46,5.5,60.8,33.7,39.82,1.03,0.78,31.33,29.9,7.9,62.2,,16390700.0
Poland,2018,POL,,,,,85981.0,4377.0,,1464.0,9096.18,16950.8,267.55,498.582,,,41.14,76.668,0.4,0.06,,0.02,29301.0,4659.0,,1272.0,113395.0,0.69,8080.0,0.05,,,2931.0,0.02,0.8,0.02,,0.0,57.66,,43.4,25.84,,,,,,,127300.0,5209500.0,,,,,,,,,,,,,1.41,161993.0,13763.2,25647.8,104211.0,266283.0,1.62,,,,39.14,1.21,0.77,31.66,30.9,7.6,61.5,,16456500.0
Poland,2019,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122700.0,5208300.0,,,,,,,,,,,,,,,,,,,,,,,,,0.75,31.7,32.0,7.4,60.6,,16431100.0
Portugal,2000,PRT,4103400.0,628300.0,491300.0,,,,,,561.42,257.55,483.05,221.6,726.25,347.51,217.83,99.93,,,,,,,,,6240.0,0.12,8849.0,0.18,18439.0,0.37,4490.0,0.09,0.2,0.17,0.27,0.08,,,,,1469300.0,14.3,417705.0,4.1,373745.0,3.6,,,,,,5222900.0,32.1749,,3.7333,5.75,0.2,0.5,6.2833,3.1,,,2019.82,926.59,,38018.0,0.76,78.6,12.0,9.4,,0.72,,,8.8,80.8,10.4,2260750.0,
Portugal,2001,PRT,4167400.0,647500.0,508600.0,,,,,,694.23,330.311,452.97,215.519,767.02,380.649,235.3,111.954,0.08,,,,1817.0,,,,6821.0,0.13,8478.0,0.17,19112.0,0.37,4752.0,0.09,0.24,0.16,0.28,0.08,,,,26.64,1453150.0,14.0,400344.0,3.9,387703.0,3.7,,,,,,5323400.0,36.2443,,9.1666,3.7,1.9,0.5,4.0111,3.5,,,2182.51,1038.43,,39163.0,0.76,78.3,12.2,9.6,,0.76,,,9.2,79.9,10.9,2241200.0,
Portugal,2002,PRT,4189000.0,687600.0,534800.0,,,,,,674.1,334.174,390.9,193.782,746.82,386.223,231.63,114.827,0.1,,,,2313.0,,,,8352.0,0.16,7876.0,0.15,20300.0,0.39,5073.0,0.1,0.23,0.14,0.27,0.08,,,,27.69,1412690.0,13.6,395724.0,3.8,396602.0,3.8,,,,,,5411400.0,32.6458,,6.5,3.7291,3.5,0.0,4.5833,3.1,,,2075.74,1029.01,,41601.0,0.8,77.4,12.7,9.9,,0.72,,,9.4,79.4,11.2,2205020.0,
Portugal,2003,PRT,4137300.0,707700.0,587800.0,,,,,,659.3,338.038,335.55,172.045,732.41,391.797,229.56,117.7,0.12,0.18,0.44,0.1,2809.0,4197.0,10187.0,2369.0,9882.0,0.19,7273.0,0.14,21488.0,0.42,5393.0,0.11,0.23,0.12,0.27,0.08,57.71,47.41,43.93,28.43,1424290.0,13.6,383874.0,3.7,400831.0,3.8,,,,,,5432800.0,48.1858,,8.6667,5.7595,1.0,0.0,4.7357,4.6,0.84,,1988.57,1019.58,19562.0,44036.0,0.86,76.2,13.0,10.8,44.42,0.7,,,10.9,77.3,11.8,2208990.0,
Portugal,2004,PRT,3977600.0,727800.0,706900.0,,,,,,761.92,400.027,331.03,173.799,745.75,408.492,243.85,128.029,0.12,0.18,0.45,0.1,2681.0,4200.0,10456.0,2345.0,9653.0,0.19,7317.0,0.14,22000.0,0.43,5342.0,0.11,0.26,0.11,0.27,0.08,57.4,47.53,43.9,27.77,1422630.0,13.6,381259.0,3.6,395063.0,3.8,,,,,,5412300.0,44.2001,,9.4333,2.85,2.5,1.0,4.3334,4.2,0.85,,2114.85,1110.35,19682.0,44311.0,0.87,73.5,13.4,13.1,44.42,0.73,,,12.4,75.1,12.5,2198950.0,
Portugal,2005,PRT,3955200.0,786800.0,719400.0,,6133.0,4533.0,11680.0,3381.0,851.61,462.015,323.58,175.552,751.22,425.187,255.03,138.357,0.11,0.18,0.46,0.1,2553.0,4203.0,10724.0,2321.0,9423.0,0.19,7360.0,0.15,22512.0,0.45,5290.0,0.1,0.29,0.11,0.27,0.09,57.11,47.64,43.88,27.09,1412850.0,13.5,379071.0,3.6,380937.0,3.6,,,,,,5461400.0,90.8624,,27.2834,9.75,3.2,0.2,8.8958,8.7,0.85,25728.0,2213.94,1201.11,19801.0,44585.0,0.88,72.4,14.4,13.2,44.41,0.76,,,12.8,73.7,13.5,2172850.0,
Portugal,2006,PRT,3919900.0,830500.0,749200.0,,9459.0,4528.0,12854.0,3690.0,1315.48,736.402,321.57,180.014,866.53,506.076,293.73,164.43,0.19,0.17,0.51,0.11,4362.0,3945.0,12122.0,2625.0,15749.0,0.31,6859.0,0.14,25218.0,0.5,5844.0,0.12,0.44,0.11,0.3,0.1,57.52,48.07,44.92,27.7,1407240.0,13.4,349712.0,3.3,367312.0,3.5,,,,,,5499600.0,104.914,,29.9,13.9256,3.5,2.5,15.5112,10.0,0.98,30531.0,2834.81,1586.92,23053.0,53669.0,1.06,71.3,15.1,13.6,42.95,0.95,,,13.4,72.5,14.0,2124260.0,
Portugal,2007,PRT,3928200.0,828500.0,776400.0,,12784.0,4523.0,14027.0,3999.0,1753.61,1010.79,320.04,184.475,975.96,586.965,330.5,190.503,0.26,0.16,0.57,0.12,6170.0,3687.0,13520.0,2928.0,22074.0,0.43,6357.0,0.12,27924.0,0.55,6397.0,0.13,0.58,0.11,0.33,0.11,58.0,48.42,45.77,27.95,1419070.0,13.5,359194.0,3.4,366729.0,3.5,,,,,,5533100.0,114.301,,24.2166,15.7719,4.3333,0.3333,15.4744,10.9,1.11,35334.0,3422.48,1972.73,26305.0,62752.0,1.23,71.0,15.0,14.0,41.92,1.12,,,13.6,72.7,13.7,2144990.0,
Portugal,2008,PRT,3877400.0,840100.0,817100.0,,14510.0,4582.0,24412.0,4378.0,2208.48,1295.1,321.13,188.316,1456.61,891.266,358.78,210.394,0.3,0.16,0.94,0.13,7242.0,3723.0,22595.0,3155.0,26344.0,0.51,6307.0,0.12,48152.0,0.94,6762.0,0.13,0.72,0.11,0.5,0.12,59.03,46.92,46.66,27.49,1566370.0,14.8,431437.0,4.1,376917.0,3.6,32500.0,1426800.0,,,,5534600.0,134.725,,30.05,17.8168,12.0833,1.0,16.4072,12.8,1.54,47882.0,4408.22,2585.07,36715.0,87565.0,1.71,70.1,15.2,14.8,41.93,1.44,0.65,28.44,14.2,71.9,13.9,2374720.0,5017500.0
Portugal,2009,PRT,3731200.0,915600.0,839300.0,,13922.0,3875.0,24965.0,4336.0,2211.43,1311.07,341.63,202.537,1638.79,1013.73,412.01,244.265,0.32,0.15,1.02,0.14,7594.0,3647.0,24037.0,3183.0,26540.0,0.53,5996.0,0.12,49168.0,0.99,6828.0,0.14,0.75,0.12,0.58,0.14,60.82,48.89,46.62,28.61,1557820.0,14.7,504842.0,4.8,373002.0,3.5,27200.0,1434100.0,,,,5486100.0,138.548,,33.1713,16.7332,9.5,2.4,14.6999,13.1,1.63,47097.0,4674.96,2771.6,38461.0,88532.0,1.78,68.0,16.7,15.3,43.44,1.58,0.56,29.42,14.6,70.3,15.1,2435670.0,4874000.0
Portugal,2010,PRT,3620300.0,988000.0,881400.0,,14036.0,3328.0,25092.0,5160.0,2122.28,1266.3,328.97,196.288,1632.96,1016.62,466.5,278.346,0.33,0.17,1.04,0.15,7732.0,3922.0,24262.0,3508.0,27095.0,0.55,6501.0,0.13,50497.0,1.03,7824.0,0.16,0.71,0.11,0.57,0.15,60.33,48.05,44.84,28.54,1530850.0,14.5,491622.0,4.6,383627.0,3.6,17600.0,1448600.0,,,,5489700.0,135.337,,39.66,9.2861,13.1,4.4,13.9048,12.8,1.69,47616.0,4621.59,2757.55,39424.0,91917.0,1.88,65.9,18.0,16.1,42.89,1.54,0.37,30.19,15.5,68.3,16.2,2406100.0,4798100.0
Portugal,2011,PRT,3368700.0,1079900.0,979600.0,,16030.0,3265.0,24491.0,5812.0,2043.98,1216.35,318.16,189.33,1504.0,933.812,381.39,226.962,0.4,0.19,1.03,0.16,9083.0,4244.0,23175.0,3683.0,30594.0,0.65,7026.0,0.15,48080.0,1.01,8377.0,0.18,0.69,0.11,0.53,0.13,60.4,48.2,43.97,29.69,1482840.0,14.0,450331.0,4.3,396268.0,3.8,23300.0,1478000.0,,,,5428300.0,146.043,,46.3095,14.8893,11.8333,2.0,17.1444,13.8,1.78,49599.0,4312.73,2566.45,40185.0,94077.0,1.98,62.1,19.9,18.0,42.72,1.46,0.5,31.76,17.2,65.4,17.4,2329440.0,4653500.0
Portugal,2012,PRT,3181200.0,1153400.0,1048100.0,,15668.0,2204.0,24513.0,5169.0,1945.64,1153.33,209.56,124.224,1368.01,846.001,331.62,196.576,0.46,0.15,1.1,0.15,10061.0,3328.0,24167.0,3329.0,30825.0,0.68,5520.0,0.12,48998.0,1.08,7634.0,0.17,0.69,0.07,0.5,0.12,60.29,49.32,43.61,32.64,1430360.0,13.6,421125.0,4.0,390273.0,3.7,18800.0,1458700.0,,,,5382600.0,143.453,,31.3766,13.2158,13.0833,,21.8094,13.6,1.87,47554.0,3914.01,2320.13,40885.0,92977.0,2.04,59.1,21.4,19.5,43.97,1.38,0.42,32.73,18.5,62.7,18.8,2241760.0,4456500.0
Portugal,2013,PRT,2980300.0,1222700.0,1081600.0,,16220.0,1983.0,27753.0,755.0,1770.17,1072.91,242.78,147.15,1594.25,1008.27,49.74,30.145,0.51,0.16,1.28,0.02,10912.0,3324.0,27398.0,408.0,33238.0,0.75,5527.0,0.12,55707.0,1.26,875.0,0.02,0.63,0.09,0.59,0.02,60.14,49.18,46.63,32.83,1093520.0,10.5,408788.0,3.9,351529.0,3.4,21400.0,1454800.0,,,,5284600.0,163.331,,31.7695,13.9763,16.3668,2.0,18.5001,15.6,1.96,46711.0,3726.2,2258.47,42042.0,95347.0,2.15,56.4,23.1,20.5,44.09,1.32,0.49,33.47,19.3,60.2,20.4,,4346700.0
Portugal,2014,PRT,2754400.0,1275500.0,1195600.0,,17348.0,2037.0,26870.0,622.0,1697.26,1035.97,229.09,139.833,1597.7,1018.03,62.95,38.425,0.56,0.16,1.22,0.02,12193.0,3566.0,26684.0,424.0,35609.0,0.79,5933.0,0.13,54626.0,1.21,784.0,0.02,0.6,0.08,0.59,0.02,60.1,48.85,54.08,34.24,1057460.0,10.2,396754.0,3.8,341955.0,3.3,19400.0,1546400.0,,,,5225600.0,156.548,,32.0237,12.2778,15.9167,1.0,17.9444,15.0,1.97,46878.0,3657.17,2232.25,42867.0,96952.0,2.15,52.7,24.4,22.9,44.21,1.29,0.44,34.93,21.7,56.7,21.6,,4427300.0
Portugal,2015,PRT,2629700.0,1316700.0,1248700.0,,18283.0,2066.0,27001.0,649.0,1664.56,1036.53,232.66,144.876,1565.27,1017.6,56.78,35.359,0.66,0.18,1.23,0.02,14722.0,3934.0,27310.0,401.0,40788.0,0.9,6454.0,0.14,55298.0,1.22,751.0,0.02,0.58,0.08,0.57,0.02,60.95,49.39,53.4,36.09,1041700.0,10.1,405797.0,3.9,318197.0,3.1,20900.0,1608100.0,,,,5195200.0,218.844,,55.3592,16.3428,21.819,1.0,29.5335,21.1,2.09,47999.0,3588.16,2234.37,46367.0,103291.0,2.27,50.6,25.3,24.0,44.89,1.24,0.47,35.89,22.9,54.9,22.3,,4480300.0
Portugal,2016,PRT,2526300.0,1347100.0,1304800.0,,19367.0,2098.0,28265.0,676.0,1825.82,1156.47,198.18,125.527,,1068.14,60.52,38.334,0.54,0.18,1.27,0.02,12081.0,4017.0,28526.0,453.0,38977.0,0.85,6431.0,0.14,57437.0,1.25,835.0,0.02,0.62,0.07,,0.02,62.46,49.66,54.25,31.0,,,,,,,19400.0,1629700.0,,,,5178300.0,,,,,,,,,2.01,50406.0,3770.89,2388.47,45077.0,103680.0,2.25,48.8,26.0,25.2,43.48,1.28,0.43,35.88,23.9,53.1,23.1,,4542500.0
Portugal,2017,PRT,2502900.0,1399000.0,1317500.0,,22022.0,2212.0,,683.0,2027.28,1303.48,220.45,141.743,,,62.56,40.223,0.59,0.19,,0.02,13571.0,4451.0,,459.0,43427.0,0.91,7132.0,0.15,,,854.0,0.02,0.67,0.07,,0.02,62.41,,53.75,31.25,,,,,,,22300.0,1668400.0,,,,5219400.0,,,,,,,,,2.05,54995.0,4020.55,2585.1,47517.0,109251.0,2.3,48.0,26.8,25.2,43.49,1.32,0.48,35.55,24.0,52.0,23.9,,4693200.0
Portugal,2018,PRT,,,,,23662.0,2283.0,,759.0,2181.22,1424.58,225.13,147.038,,,68.5,44.736,0.62,0.19,,0.02,14672.0,4551.0,,541.0,47436.0,0.97,7269.0,0.15,,,973.0,0.02,0.7,0.07,,0.02,62.61,,55.6,30.93,,,,,,,22000.0,1762700.0,,,,,,,,,,,,,2.13,58154.0,4239.82,2769.07,50661.0,116864.0,2.4,,,,43.35,1.36,0.46,36.71,25.0,50.2,24.8,,4801200.0
Portugal,2019,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20400.0,1779700.0,,,,,,,,,,,,,,,,,,,,,,,,,0.42,36.69,26.3,47.8,25.9,,4850600.0
Romania,2000,ROU,4178100.0,6550600.0,985000.0,,,,,,673.25,205.61,182.5,55.736,97.77,34.859,,,0.21,0.08,0.05,,10653.0,4026.0,2435.0,,23559.0,0.22,7727.0,0.07,5955.0,0.05,,,0.25,0.07,0.04,,52.1,40.89,,45.22,3114450.0,13.9,1011310.0,4.5,452621.0,2.0,,,,,,11713600.0,16.1918,,2.525,,1.1667,,1.0,0.7,0.33,,969.9,296.205,17114.0,37241.0,0.34,35.7,55.9,8.4,45.95,0.37,,,9.3,30.7,60.0,4578380.0,
Romania,2001,ROU,3992000.0,6521700.0,1052200.0,,,,,,671.77,283.03,295.13,124.343,105.72,51.969,,,0.18,0.09,0.07,,9352.0,4412.0,3747.0,,20642.0,0.19,8595.0,0.08,8459.0,0.08,,,0.24,0.11,0.04,,51.33,44.3,,45.31,3022540.0,13.7,1009590.0,4.6,533152.0,2.4,,,,,,11566000.0,24.8573,,7.0573,,1.0,0.2,2.8,1.1,0.34,,1090.26,459.343,17511.0,37696.0,0.35,34.5,56.4,9.1,46.45,0.39,,,9.8,29.4,60.8,4565280.0,
Romania,2002,ROU,3289500.0,6278600.0,1061600.0,,,,,,669.52,346.151,268.54,138.837,148.3,89.399,,,0.19,0.1,0.1,,8698.0,4588.0,4532.0,,19088.0,0.2,9111.0,0.09,10234.0,0.1,,,0.23,0.09,0.06,,50.36,44.28,,45.57,2936550.0,13.5,1035700.0,4.8,582221.0,2.7,,,,,,10629600.0,22.9706,,4.3873,,3.0,0.3095,,1.1,0.39,,1110.96,574.386,17818.0,38433.0,0.39,30.9,59.1,10.0,46.36,0.38,,,9.8,28.9,61.2,4554470.0,
Romania,2003,ROU,3100200.0,5955800.0,1011500.0,,,,,,696.34,443.372,384.26,244.666,96.54,71.819,3.47,2.208,0.18,0.12,0.13,0.0,7627.0,5047.0,5498.0,162.0,17232.0,0.18,9641.0,0.1,12859.0,0.14,253.0,0.0,0.23,0.13,0.04,0.0,52.35,42.76,64.03,44.26,2828020.0,13.1,1072470.0,5.0,643911.0,3.0,,,,,,10067500.0,25.1848,,7.6669,1.6669,0.8096,,1.6669,1.2,0.43,,1196.86,762.065,18334.0,39985.0,0.43,30.8,59.2,10.0,45.85,0.4,,,9.6,29.5,60.9,4544400.0,
Romania,2004,ROU,2795900.0,6126900.0,1136600.0,,,,,,716.88,527.004,442.6,325.369,112.04,96.267,5.76,4.232,0.17,0.12,0.13,0.0,7246.0,5291.0,5672.0,143.0,16601.0,0.18,10162.0,0.11,13739.0,0.15,223.0,0.0,0.22,0.13,0.04,0.0,52.07,41.28,64.13,43.65,2758940.0,12.9,1092770.0,5.1,685718.0,3.2,,,,,,10059400.0,28.3674,,10.0506,0.25,3.6857,0.6825,1.0001,1.3,0.43,,1296.18,952.872,18352.0,40725.0,0.44,27.8,60.9,11.3,45.06,0.39,,,10.6,28.5,60.9,4537430.0,
